,"TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.03_STEPSIZE_FIXED=0.1_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1,)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.03_STEPSIZE_FIXED=0.05_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1,)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.01_STEPSIZE_FIXED=0.1_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1,)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.01_STEPSIZE_FIXED=0.05_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1,)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.02_STEPSIZE_FIXED=0.1_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1,)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.02_STEPSIZE_FIXED=0.05_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1,)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.05_STEPSIZE_FIXED=0.1_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1,)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.05_STEPSIZE_FIXED=0.05_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1,)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.07_STEPSIZE_FIXED=0.1_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1,)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.07_STEPSIZE_FIXED=0.05_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1,)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.03_STEPSIZE_FIXED=0.1_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1, 2)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.03_STEPSIZE_FIXED=0.05_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1, 2)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.01_STEPSIZE_FIXED=0.1_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1, 2)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.01_STEPSIZE_FIXED=0.05_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1, 2)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.02_STEPSIZE_FIXED=0.1_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1, 2)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.02_STEPSIZE_FIXED=0.05_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1, 2)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.05_STEPSIZE_FIXED=0.1_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1, 2)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.05_STEPSIZE_FIXED=0.05_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1, 2)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.07_STEPSIZE_FIXED=0.1_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1, 2)","TEST_LABEL=TUNING_DISCOUNT_FACTOR=0.07_STEPSIZE_FIXED=0.05_FLEET_SIZE=300_DEMAND_SCENARIO=NYC_REBALANCE_LEVEL=(1, 2)"
12,16001.501431600005,15744.7927889,14723.647845299993,14795.540607200004,16001.071541400006,15232.1329153,14185.264726100002,15069.365242400007,14927.410780800003,14159.945423000001,15589.91889350001,15418.909210400003,14132.6431065,14264.442779100002,15976.553014700003,15345.282587300002,14574.208742699997,15674.604056500002,15686.905020300002,15222.583088900008
13,16573.758040199995,15779.22557640001,14566.49934780001,14355.8173762,15627.22701,14931.260458400004,15433.088238200004,14918.9585409,15424.023432799999,14976.236231800003,16106.024329299997,16163.748262499994,14389.926192100007,13952.602013200001,15851.429427200004,15562.866131499992,15786.290096400002,14739.2799916,14698.6582722,14869.797754200003
14,16171.739368299997,15835.0294608,14628.122707899995,14424.400990400007,15349.698806299999,15174.442974400006,15982.146541999997,15614.800701799999,15761.827188600004,15083.124056600001,16149.889426799999,16185.401753799988,14588.753555000001,13627.884467299999,15976.5596238,14746.239402000003,14967.070901999996,15384.347606700007,14475.6011004,14832.244648400003
15,15508.075006899997,16336.796117,14924.744434899998,14895.92504319999,15306.840924300002,15408.410265100008,15410.67006430001,16028.691823899999,15388.399502800004,14859.383492200002,16508.2933805,15974.99383,14509.449204400009,13578.74539229999,16259.955948500005,15522.546663700006,14956.031199200006,15601.220196199998,15351.964072599996,14554.275940800002
16,16374.062214399992,15572.936139599999,13936.375404099996,13891.052579899999,15757.5867408,14954.020424899996,15803.081569700007,15456.8274032,15212.946400899998,14556.0387531,16496.1298188,15375.004917000002,14446.197645599996,13693.735948799993,16203.590030300005,15275.774243099997,15694.112439199991,15403.455675,15424.738609899992,14043.366165700005
17,16281.089922599995,15347.365122500009,14070.8735633,14018.305605500009,15662.244442999998,15014.194931999997,15653.461892200005,14990.3059962,15081.874039100005,14609.5996423,15828.003993000006,15933.633247299998,14096.9331173,13994.477885999997,15620.123531599997,15017.739780700005,14547.800574399991,15976.04467460001,15208.923299699996,15498.555541700003
18,15881.728937499998,15737.098095999994,13841.774089500008,13506.631938100001,15687.83449989999,15585.7526807,16116.2784416,16331.673695100006,15677.810888800002,15168.119637599995,16456.8085975,16104.297363099999,14294.593224299999,13865.091203499998,16563.900218400002,15592.359766500007,15423.660782699999,15161.334814300002,14867.735620099995,15124.381044099995
19,15815.790260200007,15233.920855299995,13690.971086000001,13546.872261999997,15950.223281799997,15400.468824500003,15431.684734999999,15322.787975500001,14406.123548100006,15344.8918744,15939.630869599996,14978.278714700002,13935.356782199995,13538.543876900005,15953.855204600004,15617.6722782,16288.840228199993,15511.181640399993,15524.6574089,14803.05711140001
20,16070.0789591,15494.616451000014,14070.648010300001,14092.190127100002,15808.352717200007,15750.418624299999,15551.6416399,15076.538218299993,15062.954686199999,15785.993592400006,16207.642886700005,15377.3036654,13678.65559459999,12975.982465099998,16000.062579900003,15266.35601390001,14750.12163449999,14897.407739000002,13843.491993899996,15370.900652300003
21,15499.439814999996,15542.588118,13553.228768700006,13636.617450800004,16199.635358699994,15506.1805354,15969.997239599998,15919.876918299997,15448.191650599996,15675.5642334,16422.94732749999,15142.377584700002,14332.76791849999,13089.992510999999,16100.075225499997,15580.643177699994,14802.132925999995,15102.021812799996,15557.744272999997,15078.314076999995
22,15628.256347899993,16064.76354089999,13775.374074300003,14023.272298900007,16832.1419907,15348.988314700002,15909.456009100002,15870.822536199998,15321.204511500002,15142.71001439999,16780.107006099995,14586.062766300007,14373.401138299998,12974.788987099999,16445.492319099998,15917.93042309999,15761.976278299993,14262.845222099999,14426.131049,15546.5782123
23,16240.2481558,15458.843807500001,13693.597226700002,13830.073109099996,16426.446366900007,15255.849581899996,15768.488610199996,16039.547492,15444.862336100003,15568.674205,16073.344161899995,15569.099218300005,13887.020974999998,12243.524465200004,15964.973871499998,15492.580361399998,15977.544296700002,15109.039769899997,15153.934026499994,15391.272124600002
24,16186.586977400008,16266.777194300004,14119.149617500003,14411.786525500002,16433.9160768,15447.4107196,16363.222357899996,15919.234072,15159.796926900008,15176.158171699999,16191.773888200007,15398.871183599993,13868.647559900002,12377.014130400003,15892.807948799997,15114.441736900002,15750.204273899995,14785.859774299997,13947.117569999999,15570.355725000003
25,16212.856612000005,15761.316220099998,13946.357169300007,14093.847727099997,16169.991971000005,15476.2967681,15047.86016429999,14569.508082000002,14561.5193001,14514.023913499997,16163.345829399992,15276.070263399999,13034.7589437,12340.135374200001,15837.018217899998,15243.939066499994,16042.931714300003,14731.1464192,14773.040092000001,15980.020275900006
26,16254.766899499999,15696.297337399998,13640.2475562,13891.939554500008,15945.904232400002,15652.266586200009,15371.598486800003,14092.369990200006,15087.405968000001,15083.896329199997,16806.826141600002,14891.10179590001,13811.598144599999,12179.505213300003,16203.539494299988,15139.325870700006,15641.408843599993,15393.165790699994,15111.1709531,15038.580841800002
27,16116.334044199994,15590.497195899994,13279.254200000001,13438.529470699994,15760.035246200003,15308.255775700003,16104.5409501,15687.708793999991,14632.088084100003,14669.217884900003,16458.921613900002,15467.248882799997,13278.950568199998,12834.843669200001,15733.993599399992,15086.400114999997,15276.369881599998,14612.599892700002,14870.572865999988,15633.0349416
28,15455.183981799997,15676.218912399994,13477.905111299991,13455.019148700001,15669.412251699998,15333.7097984,16534.981911,15626.936758700005,15404.584243499994,14148.437059099999,16475.153631000005,15441.991813799996,13349.237325099994,12121.3629996,15785.304471500001,15312.406789199995,16072.400366599992,14999.717593999998,16123.6187389,15053.6743021
29,15469.027105699992,15439.136155899998,12943.8851935,12874.747737500002,15104.158648199997,15851.308434100001,15315.136521100005,14944.670278500002,15107.5238869,14526.880408599985,16270.363277500002,15169.380258499998,12693.364530199997,12034.567600200005,15312.985328500003,14740.2874048,16175.283551799997,14822.755711299998,15242.215054499997,15372.53522979999
